#,set,project,patch_relpath,subject,relevance_firstpass,port_decision,agent_status,agent_confidence_0_100,agent_comment
66,patches_treble_td,platform_system_core,platform_system_core/0012-Allow-apex-on-5.0-kernels.-This-is-needed-because-on.patch,Allow apex on > 5.0 kernels. This is needed because on,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14: adds the sys/utsname.h include (A16 line 64) and the kernel_supports_capex() helper."
67,patches_treble_td,platform_system_core,platform_system_core/0013-watchdogd-Support-pinging-two-watchdogs.patch,watchdogd: Support pinging two watchdogs,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,"CLEAN_AM, body identical to A14. watchdogd/watchdogd.cpp opens /dev/watchdog1, validates it via fstat, takes the smaller interval and pings both fds."
68,patches_treble_td,platform_system_core,platform_system_core/0014-healthd-offline-charger-fix-screen-off-3-3.patch,healthd : offline charger fix screen off 3/3,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"CLEAN_AM, body identical to A14 across healthd_draw.cpp/.h, healthd_mode_charger.cpp and include_charger/charger/healthd_mode_charger.h."
69,patches_treble_td,platform_system_core,platform_system_core/0015-Disable-quotas-on-legacy-devices-with-encryption-dis.patch,Disable quotas on legacy devices with encryption,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14, at fs_mgr/fs_mgr.cpp:443 inside tune_quota(), above the tune2fs_available() guard."
70,patches_treble_td,platform_system_core,platform_system_core/0016-Add-vendor-firmware_mnt.-Moto-Razr-2019-look-for-fir.patch,Add /vendor/firmware_mnt. Moto Razr 2019 look for,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,94,"CLEAN_AM, body identical to A14: appends /vendor/firmware_mnt/image/ to firmware_directories in rootdir/ueventd.rc:4."
71,patches_treble_td,platform_system_core,platform_system_core/0017-Ignore-dm-verity-setup-issues.patch,Ignore dm-verity setup issues,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14, at init/first_stage_mount.cpp:471 in FirstStageMountVBootV2::MountPartition(): the PLOG(ERROR) stays and the return false is removed."
72,patches_treble_td,platform_system_core,platform_system_core/0018-Fix-support-for-devices-without-cgroupv2-support.patch,Fix support for devices without cgroupv2 support,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14, at init/service.cpp:742 in Service::Start()."
73,patches_treble_td,platform_system_core,platform_system_core/0019-Disable-project_quota-on-old-devices-but-new-enough-.patch,Disable project_quota on old devices but new enough to,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14, at fs_mgr/fs_mgr.cpp:448-455 directly after 69's hunk."
74,patches_treble_td,platform_system_core,platform_system_core/0020-fix-Nubia-6-series-custom-rc-action-prop-validation.patch,fix: Nubia 6 series custom rc action prop validation,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,94,"CLEAN_AM, body identical to A14: adds nubia.perf. as the final kPartnerPrefixes element at init/action_parser.cpp:50 (no trailing comma - valid)."
75,patches_treble_td,platform_system_core,platform_system_core/0021-HACK-Ignore-errors-when-setting-fscrypt-directory.-S.patch,HACK: Ignore errors when setting fscrypt directory.,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"CLEAN_AM, body identical to A14 including the explanatory comment block, at init/builtins.cpp:432-439."
76,patches_treble_td,platform_system_core,platform_system_core/0022-Keep-our-own-version-of-ro.logd.kernel.-We-do-want-l.patch,Keep our own version of ro.logd.kernel. We do want,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14; the condition at init/property_service.cpp:800 becomes strstr(adb) or strstr(secure) or strstr(ro.logd.kernel), byte-identical to L21."
77,patches_treble_td,platform_system_core,platform_system_core/0023-Keep-capex-when-there-are-vendor-apexes.patch,Keep capex when there are vendor apexes,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,"CLEAN_AM, body identical to A14; extends kernel_supports_capex() with the /vendor/apex scan."
78,patches_treble_td,platform_system_core,platform_system_core/0024-When-setting-ro.apex.updatable-actually-set-the-valu.patch,"When setting ro.apex.updatable, actually set the value",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14."
79,patches_treble_td,platform_system_core,platform_system_core/0025-If-AVB-fails-ignore-disable-AVB.patch,"If AVB fails, ignore/disable AVB",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"CLEAN_AM, both hunk bodies identical to A14 (init/first_stage_init.cpp retry-without-avb, init/first_stage_mount.cpp no_vbmeta fstab stripping)."
80,patches_treble_td,platform_system_core,platform_system_core/0026-Flattened-apexes-no-longer-exist-we-ll-deal-with-it-.patch,"Flattened apexes no longer exist, we'll deal with it",UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,"CLEAN_AM, body identical to A14; removes kernel_supports_capex() and makes ro.apex.updatable unconditionally true."
81,patches_treble_td,platform_frameworks_opt_net_ims,platform_frameworks_opt_net_ims/0001-Pie-MTK-IMS-calls-static-ImsManager.updateImsService.patch,Pie MTK IMS calls static,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,96,"Provenance clean (snapshot 2b019a1f == canonical L21 == PATCH_INDEX entry; candidate e949e917 identical local and remote; baseline 336af62c confirmed live with clean tree; sole manifest row for this normalized repo). Independent fresh detached worktree at baseline: git apply --check PASS, git am PASS, diff exactly 1 file / 8 insertions. Re-export body byte-identical to the candidate, so no fix was needed. The eight added lines are verbatim the A14 original at the same anchor, and a cross-tree diff of the applied region in lineage21 vs the patched A16 worktree is identical. Additive-only static shim, inert on this modem-less device, no upstream duplicate, no downstream call-site or build-system impact."
82,patches_treble_td,platform_packages_services_Telephony,platform_packages_services_Telephony/0001-Revert-Remove-deprecated-IRadio-1.4-APIs-and-referen.patch,"Revert ""Remove deprecated IRadio <1.4 APIs and references""",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,96,"Provenance confirmed: source patch sha256 ff5633b3a7541936e91b3564fd7bb8d9f45eb07faec77782072c0b1a75eef8bc matches both /root/port-los23-td/PATCH_INDEX.sha256 and the canonical L21 file. Baseline 95e95093d0e9cca76b86906d414a7da6b95d45fe confirmed as packages/services/Telephony HEAD on lineage-23.2 (android-16.0.0_r4 merged). On two independent fresh detached worktrees created at that exact baseline, the upstream source patch and the porter artifact each passed 'git apply --check -v' and 'git am' with zero fuzz/conflict (hunk offsets only: +14/-57/+107). The porter artifact (70ee368638402c89f97a53946327771b0514caa90fa891270f8a810ed1d7c56c) is byte-identical to my independent re-export except the format-patch commit-hash header and the git-version trailer; its diff body is identical line-for-line to the A14 upstream patch body. No fix was required."
83,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0001-APM-Restore-S-R-and-Q-behavior-respectively-for-tele.patch,"APM: Restore S, R and Q behavior respectively for",UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"Fresh-worktree cumulative apply clean at 1/24. Mechanical per-file +/- body comparison vs the original (sha f12f16b6..., snapshot == canonical L21 copy) gives 147 added / 63 removed on both sides with exactly six drifted lines, all pure A16 API renames: connectTelephonyRxAudioSource(delayMs), DeviceIdVector selectedDeviceIds, std::set outputs (x2), sourceDesc->isCallTx() (x2). createTelephonyPatch is declared in the A16 baseline header (AudioPolicyManager.h:974) but undefined, so the patch supplies the single matching definition."
84,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0002-Fix-BT-in-call-on-CAF-devices.patch,Fix BT in-call on CAF devices,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,95,"Clean cumulative am at 2/24; +/- body byte-identical to the original (93 added / 1 removed both sides). Helper at Serializer.cpp:725, call at :884 in deserialize<ModuleTraits>; AudioRoute/PolicyAudioPort/HwModule APIs unchanged from A14."
85,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0003-Add-partial-cam-id-is-hardcoded-support-for-Asus-ZF6.patch,"Add (partial, cam id is hardcoded) support for Asus ZF6",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,94,"REBASE accepted: +/- body byte-identical to the original (29/1 both sides), so the rebase was context-only for the A16 ctor gaining the AttributionAndPermissionUtilsEncapsulator base initializer and an extra parameter. -Wreorder verified safe (initializer order equals declaration order: CameraService.h 301 < 956 < 1080 < 1256; module builds with -Wall -Wextra -Werror per Android.bp:244-247/306-309)."
86,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0004-APM-Optionally-force-load-audio-policy-for-system-si.patch,APM: Optionally force-load audio policy for system-side,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,Clean am at 4/24; +/- body byte-identical (25/1). Block verified at Serializer.cpp:1076-1095 inside PolicySerializer::deserialize with version and config in scope; cutils/properties.h added once and used by later Serializer patches.
87,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0005-APM-Remove-A2DP-audio-ports-from-the-primary-HAL.patch,APM: Remove A2DP audio ports from the primary HAL,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"Clean am at 5/24; +/- body byte-identical (22/5) including the deliberate removal of the mIgnoreVendorExtensions/NO_INIT else-if chain, which belongs to the upstream patch. shouldEraseA2DP at Serializer.cpp:858-872 before setDeclaredDevices; DeviceVector::erase API unchanged in A16."
88,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0006-audiopolicy-try-again-with-trimmed-audio-port-name-i.patch,audiopolicy: try again with trimmed audio port name if,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"Clean am at 6/24; +/- body byte-identical (14/1). trim() at file scope and the retry findPortByTagName(trim(devTag)) verified at Serializer.cpp:687-690, ordered before the 0015/0020/0022 source handling."
89,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0007-camera-Implement-property-to-override-default-camera.patch,camera: Implement property to override default camera,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,Clean am at 7/24; +/- body byte-identical (22/1). Hunks land in getCameraDeviceIds (CameraProviderManager.cpp:292) and getAPI1CompatibleCameraDeviceIds (:372) with the original bounds checks; android-base/properties.h added once; git grep at the baseline shows no pre-existing alt_primary_camera logic.
90,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0008-There-are-three-SCO-devices.-Fallback-from-one-to-th.patch,There are three SCO devices. Fallback from one to the,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,93,Clean am at 8/24; +/- body byte-identical (21/1). Fallback block verified in HwModule.cpp:388-410 immediately before the final return nullptr of getModuleForDeviceType.
91,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0009-Add-persist.sys.phh.samsung.camera_ids-property-to-a.patch,Add persist.sys.phh.samsung.camera_ids property to,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Clean am at 9/24; +/- body byte-identical (13/3). Include HidlProviderInfo.cpp:32, castFrom :181, property-gated selection :236-238, Android.bp static_libs :121. Dependency vendor.samsung.hardware.camera.provider@3.0 exists in the installed A16 TD layer (vendor/interfaces/.../provider/3.0/Android.bp)."
92,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0010-Add-a-property-to-force-camera-timestamp-source.patch,Add a property to force camera timestamp source,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,Clean am at 10/24; +/- body byte-identical (10/3). Landing site Camera3Device.cpp:243 in initializeCommonLocked; the timestampSourceValue refactor preserves the original truth table; property_get_int32 resolves via the existing include.
93,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0011-FIH-devices-Fix-Earpiece-audio-output.patch,"FIH devices: Fix ""Earpiece"" audio output",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,92,"Clean am at 11/24; +/- body byte-identical (24/4). Verified in deserialize<AudioProfileTraits> (Serializer.cpp:434-438) with the same void* PtrSerializingCtx isOutput sentinel convention as A14, plus the end-of-module addDevice fixup; AudioPolicyConfig::addDevice and DeviceVector::getDeviceFromTagName unchanged in A16."
94,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0012-No-longer-make-re-assigning-legacy-audio-groups-fata.patch,No longer make re-assigning legacy audio groups fatal.,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,"Clean am at 12/24; +/- body byte-identical (3/4). Landing site EngineBase.cpp:288 inside processParsingResult (checkStreamForGroups lambda at :234); addSupportedStream still runs afterwards, so only fatality changes."
95,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0013-Make-camera-IDs-filter-out-optional.patch,Make camera IDs filter-out optional,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,Clean am at 13/24; +/- body byte-identical (9/6). Guards verified at CameraProviderManager.cpp:340 (filterLogicalCameraIdsLocked) and :1162 (getSystemCameraKind); no equivalent logic in the baseline.
96,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0014-Support-Samsung-R-multi-cams.patch,Support Samsung R multi-cams,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Clean am at 14/24; +/- body byte-identical (8/2). Include :33, castFrom :182, branch preference :236-238, Android.bp :122. Dependency vendor.samsung.hardware.camera.provider@4.0 present in the A16 TD layer."
97,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0015-Not-all-sources-in-a-route-are-valid.-Dont-ignore-th.patch,Not all sources in a route are valid. Dont ignore the,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"Clean am at 15/24; +/- body byte-identical (1/2). The if (false && !mIgnoreVendorExtensions) idiom is upstream, not a porting artifact; verified at Serializer.cpp:701-710 inside deserialize<RouteTraits> after the 0006 trim retry."
98,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0016-Use-a-fake-volume-policy-when-none-has-been-found.patch,Use a fake volume policy when none has been found,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,Clean am at 16/24; +/- body byte-identical (6/2). Landing site EngineConfig.cpp:863-864 inside parseLegacyVolumes; return-status plumbing preserved.
99,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0017-Revert-Remove-support-for-audio-HAL-V2-from-the-fram.patch,"Revert ""Remove support for audio HAL V2 from the",CORE-likely-RELEVANT,PORT,FIXED_VERIFIED_HIGH,92,"Verification found a build-breaking defect in the porter candidate and fixed it. A16 DeviceHalHidl::openOutputStream gained an unguarded SourceMetadata conversion; under -DMAJOR_VERSION=2 it cannot compile because CoreUtils::sourceMetadataFromHalV7 is declared only inside #if MAJOR_VERSION >= 4 (hardware/interfaces/audio/core/all-versions/default/util/include/util/CoreUtils.h, guard at line 49, declaration at 66) and SourceMetadata does not exist in audio/2.0 or audio/common/2.0. Since libaudiohal@2.0 is in the required: list of libaudiohal, that would break the ROM build. Fix: wrap the conversion in #if MAJOR_VERSION >= 4 with an #else (void) sourceMetadata; tail (the hidlMetadata call-site argument is already inside a pre-existing >= 4 guard). Re-exported patch sha 3d5c866c...; the rest of the +/- body (42 added / 2 removed) is byte-identical to the original except the sAudioHALVersions array-size line."
100,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0018-Add-a-prop-to-change-Samsung-flash-strength.patch,Add a prop to change Samsung flash strength,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,92,"REBASE accepted: +/- body byte-identical to the original (21/2 both sides); the rebase was only needed because the A14 Android.bp blob is absent from A16 history. Android.bp anchor identical to L21: the two shared_libs lines sit directly after android.hardware.camera.device@3.7 (patched libcameraservice/Android.bp:91-92 vs L21:86-87), in the camera DEVICE HIDL shared_libs block, not the provider static_libs block used by 0009/0014/0023."
101,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0019-voip-Fix-high-pitched-voice-on-Qualcomm-devices.patch,voip: Fix high pitched voice on Qualcomm devices,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Clean am at 19/24; +/- body byte-identical (9/1). mMixPortName member at Serializer.cpp:255, assigned at :469 at the top of deserialize<MixPortTraits> before its profiles are parsed, consumed at :441-445 - ordering correct, stale reads impossible."
102,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0020-audiopolicy-Fix-broken-mic-while-video-recording-on-.patch,audiopolicy: Fix broken mic while video recording on,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"Clean am at 20/24; +/- body byte-identical (7/1). Property read at Serializer.cpp:670, the Built-In Back Mic branch that nulls the source at :692-694 - after the 0006 trim retry and before the 0015 skip path, so the source is skipped and the rest of the route survives."
103,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0021-Add-a-prop-to-disable-AUDIO_OUTPUT_FLAG_FAST-from-au.patch,Add a prop to disable AUDIO_OUTPUT_FLAG_FAST from audio,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,94,"Clean am at 21/24; +/- body byte-identical (4/1). Verified at Serializer.cpp:507-509 inside deserialize<MixPortTraits>, AUDIO_PORT_ROLE_SOURCE branch, right after OutputFlagConverter::maskFromString and before the upstream FAST|DEEP_BUFFER -> SPATIALIZER translation at :511 - the same relative order as the original patch (clean apply implies identical context)."
104,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0022-Add-a-prop-to-fix-echo-on-incoming-or-outgoing-calls.patch,Add a prop to fix echo on incoming or outgoing calls,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,94,"Clean am at 22/24; +/- body byte-identical (9/1). Property at Serializer.cpp:673; the else-if of the 0020 branch at :695-698 consults sinkAttr (in scope, parsed earlier in the same function); nulled sources fall into the 0015 skip path."
105,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0023-Include-Samsung-AIDL-camera-ids.patch,Include Samsung AIDL camera ids,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Clean am at 23/24; +/- body byte-identical (22/1). Include at AidlProviderInfo.cpp:36 and the block right after the provider getCameraIdList call and before the retDevices loop, so retDevices is in scope. Dependency verified: vendor/interfaces/aidl/vendor/samsung/hardware/camera/provider/Android.bp declares the aidl_interface (vendor_available, vintf, versions_with_info v1, frozen) byte-identical to L21, NDK backend enabled by default, so vendor.samsung.hardware.camera.provider-V1-ndk (Android.bp:123) is generated; frozen aidl_api v1 declares String[] getCameraIdListAll()."
106,patches_treble_td,platform_frameworks_av,platform_frameworks_av/0024-Allow-using-camera-modes-declared-in-Samsung-proprie.patch,Allow using camera modes declared in Samsung,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,92,"REBASE accepted after full-function review. Mechanical +/- comparison vs the original: 53 added / 28 removed (original 53/27); the only deltas are (a) the added isHeicUltraHDRDataSpace ? heicUltraHDRSizesTag : arm folded into the new selectedTag ternary chain, which is required because A16 introduced ANDROID_HEIC_AVAILABLE_HEIC_ULTRA_HDR_STREAM_CONFIGURATIONS (with the corresponding upstream line removed - hence 28 vs 27), and (b) one blank line. Priority order matches A16 upstream (JPEG_R, HEIF_ULTRAHDR, DEPTH, HEIF, scaler)."
107,patches_treble_td,platform_build,platform_build/0001-Include-vndk-v28-sepolicy-support.patch,Include vndk v28 sepolicy support,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,93,"DROPPED_OBSOLETE upheld, with the porter rationale corrected. A16 build/make core/config.mk:885-896 lists 29.0..34.0 plus 202404/202504, and system/sepolicy ships no 28.0 data (private/compat and prebuilts/api both start at 29.0; no 28.0 in Android.bp). The variable reaches Soong via android_soong_config_vars.mk:36 and soong_config.mk:224 -> variable.go:406 -> compat_cil.go:175,181, which generates per-version module references, so a bare 28.0 entry is build-breaking. CORRECTION: the stack does contain the missing half (patches_treble_td/platform_system_sepolicy/0001-Revert-Remove-28.0-compat-support.patch, 34429 lines, restores prebuilts/api/28.0 and compat/Android.bp), so the pair is not impossible at A16 - it is simply unreachable for this device: the vendor is VNDK 33 (ro.board.first_api_level=33, product ro.product.vndk.version=34) and 33.0/34.0 compat exist upstream. A 28.0 mapping can never be selected here, so the capability is IRRELEVANT and dropping the build/make half is correct."
108,patches_treble_td,platform_build,platform_build/0002-core-sysprop-Write-build-display-id-to-product-prop.patch,core: sysprop: Write build display id to product prop,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,93,"The re-target to build/soong scripts/gen_build_prop.py generate_build_info() is correct and necessary: A16 build/make contains no BUILD_DISPLAY_ID at all and core/sysprop.mk now only emits the vendor build.prop, so a build/make patch would be dead code. generate_build_info() is the A16 home of build info and runs for exactly the system and product partitions (build_system_prop:536, build_product_prop:582). Delivery under patches_treble_td/build_soong/ works unmodified with AndyYan apply_patches.sh (tr _ / maps build_soong to build/soong; only build is special-cased to build/make). Artifact accepted unchanged."
109,patches_treble_td,platform_system_extras,platform_system_extras/0001-libfscrypt-Bail-out-if-we-can-t-open-directory.patch,libfscrypt: Bail out if we can't open directory,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Provenance fully validated: source patch sha256 856382da4e541aea28ec2899868a5ea42e3f54ad8a1a434e4584ee85c8231419 matches PATCH_INDEX.sha256 and is byte-identical to the canonical lineage_patches_unified copy; recorded baseline 52c6bff4 equals live system/extras HEAD; candidate artifact sha256 b1b872e1f361... matches porter result.json and the porter's remote copy; the candidate's pre-image blob index 4c756b18 equals git hash-object libfscrypt/fscrypt.cpp at the baseline, so the apply is exact-context with zero possible fuzz. Independent re-apply on a brand-new detached worktree passed apply --check and git am cleanly. The change is not upstream at A16 (pre-patch file still returns false), so it is neither obsolete nor duplicated, and no competing variant exists (lineage-22-light carries no patches_treble_td set). Relevant to the C10 (A13-level VNDK 33 vendor running vendor_init rc files - the exact GSI-on-old-vendor FBE tolerance case in PORT_TASK.md section 2) and inert if the denial never fires. Confidence held just under 100 only because the semantic effect (masking a real open() failure as success) is unverifiable without a boot, but it is exactly the original upstream intent already shipping in the working L21 build."
110,patches_treble_td,platform_system_linkerconfig,platform_system_linkerconfig/0001-Disable-vndklite-handling.patch,Disable vndklite handling,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"Provenance clean (original sha256 d53d6d3568...711eee identical in source-patches snapshot, canonical L21 lineage_patches_unified and PATCH_INDEX.sha256; candidate sha256 4655b43304...b256a2 identical local job dir and remote port-1 copy). Recorded baseline 1274364 confirmed as full 12743643593c9f13784ed30424db2ea09a7bc65f (clean HEAD of /root/custom_android/lineage23/system/linkerconfig). Port attempt-1 was reused (not re-ported) and re-verified on a brand-new detached worktree: original A14 patch fails apply-check for context only (upstream commit 9ea89db 'All devices are treble now.' deleted the IsTreblelizedDevice() pre-context line), the candidate applies with no fuzz and git am succeeds, and the cumulative diff vs baseline is exactly the intended 1-insertion/1-deletion in modules/environment.cc. Sole consumer is main.cc:419, whose A16 guard hard-exits linkerconfig on vndklite, so the patch is boot-critical and definitively not obsolete. Composition with bionic #27 is complementary rather than duplicated. No fix required."
111,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0001-Fallback-to-stupid-autobrightness-if-brightness-valu.patch,Fallback to stupid autobrightness if brightness values,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"Clean apply confirmed independently. The candidate's normalised diff body (index/@@ metadata stripped) is byte-identical to the A14 original in /root/port-los23-td/source-patches, whose sha256 matches PATCH_INDEX.sha256 and the canonical read-only L21 stack, so no rebase surface exists; the only deltas are git format-patch metadata and hunk offsets. Target services/core/.../display/DisplayDeviceConfig.java exists in the A16 baseline and `git apply --check` + `git am` succeed at the recorded position in the ordered chain."
112,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0002-Fix-env-empty-string-ANDROID_STORAGE.patch,Fix env empty string - ANDROID_STORAGE,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,93,"Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. A16 refactored Environment.getDirectory into getDirectoryPath(String,String) returning a prepped path, so the empty-string guard is reproduced as prep((path == null || path.isEmpty()) ? defaultPath : path). Target: core/java/android/os/Environment.java."
113,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0003-Relax-requirement-for-visible-flag-to-sdcards.patch,Relax requirement for visible flag to sdcards,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,93,Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. A16 replaced direct VolumeInfo field access with getDisk()/getMountFlags()/setMountFlags(); the added '|| vol.getDisk().isSd()' condition is identical in effect (the stray tab in the A14 comment was normalised to spaces). Target: services/core/.../StorageManagerService.java.
114,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0004-Don-t-crash-if-there-is-IR-HAL-is-not-declared.patch,Don't crash if there is IR HAL is not declared,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,"Clean apply confirmed independently. The candidate's normalised diff body (index/@@ metadata stripped) is byte-identical to the A14 original in /root/port-los23-td/source-patches, whose sha256 matches PATCH_INDEX.sha256 and the canonical read-only L21 stack, so no rebase surface exists; the only deltas are git format-patch metadata and hunk offsets. Target services/core/.../ConsumerIrService.java + jni exists in the A16 baseline and `git apply --check` + `git am` succeed at the recorded position in the ordered chain."
115,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0005-Implement-a-persistent-property-to-override-the-defa.patch,Implement a persistent property to override the default,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,93,"Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. Hunk offsets plus one blank-line placement inside CameraManager; the persist.sys.phh.camera.primary override logic is unchanged. Target: core/java/android/hardware/Camera.java, camera2/CameraManager.java."
116,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0006-Show-APN-Settings-for-CDMA-carriers.patch,Show APN Settings for CDMA carriers,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,95,"Clean apply confirmed independently. The candidate's normalised diff body (index/@@ metadata stripped) is byte-identical to the A14 original in /root/port-los23-td/source-patches, whose sha256 matches PATCH_INDEX.sha256 and the canonical read-only L21 stack, so no rebase surface exists; the only deltas are git format-patch metadata and hunk offsets. Target telephony/.../CarrierConfigManager.java exists in the A16 baseline and `git apply --check` + `git am` succeed at the recorded position in the ordered chain."
117,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0007-Re-order-services-so-that-it-works-even-without-qtag.patch,Re-order services so that it works even without qtaguid,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,93,Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. Pure context drift in NetworkPolicyManagerService.systemReady (A16 added Flags.* reads above the hunk); the service re-ordering is unchanged. Target: services/core/.../net/NetworkPolicyManagerService.java.
118,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0008-Support-samsung-Pie-and-Q-light-hal.patch,Support samsung Pie and Q light hal,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. services/core/jni/Android.bp neighbour lines changed upstream; the samsung light HAL shared-lib additions are identical. Target: services/core/jni/Android.bp.
119,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0009-Add-support-for-samsung-touch-physical-and-hover-pro.patch,"Add support for samsung touch, physical and hover",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,95,"Clean apply confirmed independently. The candidate's normalised diff body (index/@@ metadata stripped) is byte-identical to the A14 original in /root/port-los23-td/source-patches, whose sha256 matches PATCH_INDEX.sha256 and the canonical read-only L21 stack, so no rebase surface exists; the only deltas are git format-patch metadata and hunk offsets. Target services/core/.../display/DisplayPowerProximityStateController.java exists in the A16 baseline and `git apply --check` + `git am` succeed at the recorded position in the ordered chain."
